period,ratio
2017-09-21,17.89237
2017-09-22,20.24097
2017-09-23,27.76403
2017-09-24,100.0
2017-09-25,30.95806
2017-09-26,27.75675
2017-09-27,50.82069
2017-09-28,19.58324
2017-09-29,20.31227
2017-09-30,26.06734
2017-10-01,31.10066
2017-10-02,37.29955
2017-10-03,22.35819
2017-10-04,18.61558
2017-10-05,17.23611
2017-10-06,14.96318
2017-10-07,13.67975
2017-10-08,14.08137
2017-10-09,11.38209
2017-10-10,6.89153
2017-10-11,4.74957
2017-10-12,3.83137
2017-10-13,11.78516
2017-10-14,14.23998
2017-10-15,10.78111
2017-10-16,6.11157
2017-10-17,4.88198
2017-10-18,4.96493
2017-10-19,4.28538
2017-10-20,4.56767
2017-10-21,6.59614
